Resource,type,name,extension,date,size,sha1,md5,files_count,mime_type,file_type,programming_language,is_binary,is_text,is_archive,is_media,is_source,is_script,scan_errors,license__key,license__score,license__short_name,license__category,license__owner,license__homepage_url,license__text_url,license__reference_url,license__spdx_license_key,license__spdx_url,start_line,end_line,matched_rule__identifier,matched_rule__license_choice,matched_rule__licenses,copyright,copyright_holder,author,email,url,package__type,package__name,package__version,package__primary_language,package__summary,package__description,package__homepage_url,package__download_url,package__bug_tracking_url,package__vcs_repository,package__copyright,package__asserted_license,package__notice_text
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10735,10745,,,,Copyright (c) 2003-2009 Stony Brook,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10735,10745,,,,Copyright (c) 2003-2009 The Research Foundation of SUNY,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10735,10745,,,,,Josef Jeff,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10735,10745,,,,,Mohammad Nayyer,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10735,10745,,,,,Stony Brook,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10735,10745,,,,,The Research Foundation of SUNY,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10735,10745,,,,,The Research Foundation,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11324,11334,,,,Copyright (c) 2003-2009 Erez,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11324,11334,,,,Copyright (c) 2003-2006 Charles,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11324,11334,,,,Copyright (c) 2005-2007 Josef Jeff,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11324,11334,,,,Copyright (c) 2005-2006 Junjiro,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11324,11334,,,,Copyright (c) 2005 Arun,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11324,11334,,,,Copyright (c) 2004-2006 David,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11324,11334,,,,Copyright (c) 2003-2004 Mohammad Nayyer,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11324,11334,,,,Copyright (c) 2003 Puja,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11324,11334,,,,Copyright (c) 2003 Harikesavan,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11324,11334,,,,Copyright (c) 2003-2009 Stony Brook,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11324,11334,,,,Copyright (c) 2003-2009 The Research Foundation of SUNY,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11324,11334,,,,,Josef Jeff,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11324,11334,,,,,Mohammad Nayyer,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11324,11334,,,,,Stony Brook,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11324,11334,,,,,The Research Foundation of SUNY,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11324,11334,,,,,The Research Foundation,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11508,11511,,,,Copyright (c) 2006-2009 Erez,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11508,11511,,,,Copyright (c) 2006-2007 Josef Jeff,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11508,11511,,,,Copyright (c) 2006-2009 Stony Brook,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11508,11511,,,,Copyright (c) 2006-2009 The Research Foundation of SUNY,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11508,11511,,,,,Josef Jeff,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11508,11511,,,,,Stony Brook,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11508,11511,,,,,The Research Foundation of SUNY,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11508,11511,,,,,The Research Foundation,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11627,11630,,,,Copyright (c) 2003-2009 Erez,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11627,11630,,,,Copyright (c) 2005-2007 Josef Jeff,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11627,11630,,,,Copyright (c) 2003-2009 Stony Brook,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11627,11630,,,,Copyright (c) 2003-2009 The Research Foundation of SUNY,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11627,11630,,,,,Josef Jeff,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11627,11630,,,,,Stony Brook,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11627,11630,,,,,The Research Foundation of SUNY,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11627,11630,,,,,The Research Foundation,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579,579,,,,,,,linux-kernel@vger.kernel.org,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585,585,,,,,,,ezk@cs.sunysb.edu,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586,586,,,,,,,unionfs@filesystems.org,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593,593,,,,,,,oliver@neukum.name,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,339,,,,,,,,http://unionfs.filesystems.org/,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580,580,,,,,,,,http://www.kernel.dk/,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617,617,,,,,,,,http://ecryptfs.sf.net/,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7442,7442,,,,,,,,http://www.fsl.cs.sunysb.edu/,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/addrspace.h.patch.expected,file,addrspace.h.patch.expected,.expected,2016-12-01,1113,ba2347b8ea516fa2082d9390fad022282f3b2488,efcff037622ffa40d3faf3b5e0401558,,text/plain,ASCII text,Objective-C,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/bigphysarea.patch,file,bigphysarea.patch,.patch,2016-12-01,2564,cc2e4302a70fd7343e2db80296b3742f89e29d0e,a4038f67160d9040b1a3ad22fdf30b4c,,text/x-diff,"unified diff output, ASCII text",Diff,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/bugs.h.patch.expected,file,bugs.h.patch.expected,.expected,2016-12-01,443,53d5934da7d2204ab8f1a4a02e16c084ad200294,cea5505891e29bc7d95cbe25d46f1a78,,text/plain,ASCII text,Objective-C,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/ioremap.c.patch.expected,file,ioremap.c.patch.expected,.expected,2016-12-01,2971,8214507a6fb27b26f2e5c8114189e3f68e5cb2c0,692f31a2a5613d6b2068ed1de0d06604,,text/plain,ASCII text,Objective-C,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/phy.c.patch,file,phy.c.patch,.patch,2016-12-01,1922,2323c4c387910dfa77db3316232baa23f5863b03,fb09a1903aea498fa582353471b0f23c,,text/x-diff,"unified diff output, ASCII text",Diff,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/bugs.h.patch,file,bugs.h.patch,.patch,2016-12-01,309,83831e817372d7d3e992e775cf82119a8cfc7892,048b094ea661e5f5aa1e9d0e12a23819,,text/x-diff,"unified diff output, ASCII text",Diff,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/arch_sh_Makefile.patch,file,arch_sh_Makefile.patch,.patch,2016-12-01,806,d2f1ada291ba5304df33b777bb5cf9bde67e6b81,e6f8310386781b486c8878550915e927,,text/x-diff,"unified diff output, ASCII text",Diff,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/soc.h.patch,file,soc.h.patch,.patch,2016-12-01,341,d72b7a7512a2e58304ad781b667c67d0af556cca,54dcf0f1bdcdc8a5dc35d212d6ee2346,,text/x-diff,"unified diff output, ASCII text",Diff,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/mach.c.patch,file,mach.c.patch,.patch,2016-12-01,1950,8e4e381087b59c59aede9e2f982e8f1ffa8d716c,139e9ce9489798911c58b9946ef4bbd2,,text/x-diff,"unified diff output, ASCII text",Diff,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/ksymhash_elflib.c.patch,file,ksymhash_elflib.c.patch,.patch,2016-12-01,462,dda1c4b57a038af15f3803148fd0ebbbdd4e8198,d9c37a6329511382aa53cc84d8ee4dc4,,text/x-diff,"unified diff output, ASCII text",Diff,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff,file,unionfs-2.5.1_for_2.6.23.17.diff,.diff,2016-12-01,339035,1769b9389c36563eed12285dfed1b80927eaa2b4,bd66ca7943b742510fa2ddaae8a9fc3f,,text/x-diff,"unified diff output, ASCII text",Diff,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff,,,,,,,,,,,,,,,,,,,gpl,15.00,GPL,Copyleft,Free Software Foundation (FSF),,,https://enterprise.dejacode.com/urn/urn:dje:license:gpl,GPL-1.0+,,695,695,gpl_62.RULE,False,[u'gpl'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff,,,,,,,,,,,,,,,,,,,gpl,15.00,GPL,Copyleft,Free Software Foundation (FSF),,,https://enterprise.dejacode.com/urn/urn:dje:license:gpl,GPL-1.0+,,718,718,gpl_62.RULE,False,[u'gpl'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff,,,,,,,,,,,,,,,,,,,gpl,15.00,GPL,Copyleft,Free Software Foundation (FSF),,,https://enterprise.dejacode.com/urn/urn:dje:license:gpl,GPL-1.0+,,736,736,gpl_62.RULE,False,[u'gpl'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff,,,,,,,,,,,,,,,,,,,gpl-2.0,100.00,GPL 2.0,Copyleft,Free Software Foundation (FSF),http://www.gnu.org/licenses/gpl-2.0.html,http://www.gnu.org/licenses/gpl-2.0.txt,https://enterprise.dejacode.com/urn/urn:dje:license:gpl-2.0,GPL-2.0,http://spdx.org/licenses/GPL-2.0,787,789,gpl-2.0_8.RULE,False,[u'gpl-2.0'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff,,,,,,,,,,,,,,,,,,,gpl,15.00,GPL,Copyleft,Free Software Foundation (FSF),,,https://enterprise.dejacode.com/urn/urn:dje:license:gpl,GPL-1.0+,,857,857,gpl_62.RULE,False,[u'gpl'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff,,,,,,,,,,,,,,,,,,,gpl,15.00,GPL,Copyleft,Free Software Foundation (FSF),,,https://enterprise.dejacode.com/urn/urn:dje:license:gpl,GPL-1.0+,,885,885,gpl_62.RULE,False,[u'gpl'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff,,,,,,,,,,,,,,,,,,,gpl-2.0,100.00,GPL 2.0,Copyleft,Free Software Foundation (FSF),http://www.gnu.org/licenses/gpl-2.0.html,http://www.gnu.org/licenses/gpl-2.0.txt,https://enterprise.dejacode.com/urn/urn:dje:license:gpl-2.0,GPL-2.0,http://spdx.org/licenses/GPL-2.0,928,930,gpl-2.0_8.RULE,False,[u'gpl-2.0'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff,,,,,,,,,,,,,,,,,,,gpl-2.0,100.00,GPL 2.0,Copyleft,Free Software Foundation (FSF),http://www.gnu.org/licenses/gpl-2.0.html,http://www.gnu.org/licenses/gpl-2.0.txt,https://enterprise.dejacode.com/urn/urn:dje:license:gpl-2.0,GPL-2.0,http://spdx.org/licenses/GPL-2.0,1813,1815,gpl-2.0_8.RULE,False,[u'gpl-2.0'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff,,,,,,,,,,,,,,,,,,,gpl-2.0,100.00,GPL 2.0,Copyleft,Free Software Foundation (FSF),http://www.gnu.org/licenses/gpl-2.0.html,http://www.gnu.org/licenses/gpl-2.0.txt,https://enterprise.dejacode.com/urn/urn:dje:license:gpl-2.0,GPL-2.0,http://spdx.org/licenses/GPL-2.0,2701,2703,gpl-2.0_8.RULE,False,[u'gpl-2.0'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff,,,,,,,,,,,,,,,,,,,gpl-2.0,100.00,GPL 2.0,Copyleft,Free Software Foundation (FSF),http://www.gnu.org/licenses/gpl-2.0.html,http://www.gnu.org/licenses/gpl-2.0.txt,https://enterprise.dejacode.com/urn/urn:dje:license:gpl-2.0,GPL-2.0,http://spdx.org/licenses/GPL-2.0,3251,3253,gpl-2.0_8.RULE,False,[u'gpl-2.0'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff,,,,,,,,,,,,,,,,,,,gpl-2.0,100.00,GPL 2.0,Copyleft,Free Software Foundation (FSF),http://www.gnu.org/licenses/gpl-2.0.html,http://www.gnu.org/licenses/gpl-2.0.txt,https://enterprise.dejacode.com/urn/urn:dje:license:gpl-2.0,GPL-2.0,http://spdx.org/licenses/GPL-2.0,3654,3656,gpl-2.0_8.RULE,False,[u'gpl-2.0'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff,,,,,,,,,,,,,,,,,,,gpl-2.0,100.00,GPL 2.0,Copyleft,Free Software Foundation (FSF),http://www.gnu.org/licenses/gpl-2.0.html,http://www.gnu.org/licenses/gpl-2.0.txt,https://enterprise.dejacode.com/urn/urn:dje:license:gpl-2.0,GPL-2.0,http://spdx.org/licenses/GPL-2.0,3962,3964,gpl-2.0_8.RULE,False,[u'gpl-2.0'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff,,,,,,,,,,,,,,,,,,,gpl-2.0,100.00,GPL 2.0,Copyleft,Free Software Foundation (FSF),http://www.gnu.org/licenses/gpl-2.0.html,http://www.gnu.org/licenses/gpl-2.0.txt,https://enterprise.dejacode.com/urn/urn:dje:license:gpl-2.0,GPL-2.0,http://spdx.org/licenses/GPL-2.0,4125,4127,gpl-2.0_8.RULE,False,[u'gpl-2.0'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff,,,,,,,,,,,,,,,,,,,gpl-2.0,100.00,GPL 2.0,Copyleft,Free Software Foundation (FSF),http://www.gnu.org/licenses/gpl-2.0.html,http://www.gnu.org/licenses/gpl-2.0.txt,https://enterprise.dejacode.com/urn/urn:dje:license:gpl-2.0,GPL-2.0,http://spdx.org/licenses/GPL-2.0,4539,4541,gpl-2.0_8.RULE,False,[u'gpl-2.0'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff,,,,,,,,,,,,,,,,,,,gpl-2.0,100.00,GPL 2.0,Copyleft,Free Software Foundation (FSF),http://www.gnu.org/licenses/gpl-2.0.html,http://www.gnu.org/licenses/gpl-2.0.txt,https://enterprise.dejacode.com/urn/urn:dje:license:gpl-2.0,GPL-2.0,http://spdx.org/licenses/GPL-2.0,4909,4911,gpl-2.0_8.RULE,False,[u'gpl-2.0'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff,,,,,,,,,,,,,,,,,,,gpl-2.0,100.00,GPL 2.0,Copyleft,Free Software Foundation (FSF),http://www.gnu.org/licenses/gpl-2.0.html,http://www.gnu.org/licenses/gpl-2.0.txt,https://enterprise.dejacode.com/urn/urn:dje:license:gpl-2.0,GPL-2.0,http://spdx.org/licenses/GPL-2.0,5945,5947,gpl-2.0_8.RULE,False,[u'gpl-2.0'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff,,,,,,,,,,,,,,,,,,,gpl-2.0,100.00,GPL 2.0,Copyleft,Free Software Foundation (FSF),http://www.gnu.org/licenses/gpl-2.0.html,http://www.gnu.org/licenses/gpl-2.0.txt,https://enterprise.dejacode.com/urn/urn:dje:license:gpl-2.0,GPL-2.0,http://spdx.org/licenses/GPL-2.0,6523,6525,gpl-2.0_8.RULE,False,[u'gpl-2.0'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff,,,,,,,,,,,,,,,,,,,gpl-2.0,15.00,GPL 2.0,Copyleft,Free Software Foundation (FSF),http://www.gnu.org/licenses/gpl-2.0.html,http://www.gnu.org/licenses/gpl-2.0.txt,https://enterprise.dejacode.com/urn/urn:dje:license:gpl-2.0,GPL-2.0,http://spdx.org/licenses/GPL-2.0,7284,7284,gpl-2.0_43.RULE,False,[u'gpl-2.0'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff,,,,,,,,,,,,,,,,,,,gpl-2.0,100.00,GPL 2.0,Copyleft,Free Software Foundation (FSF),http://www.gnu.org/licenses/gpl-2.0.html,http://www.gnu.org/licenses/gpl-2.0.txt,https://enterprise.dejacode.com/urn/urn:dje:license:gpl-2.0,GPL-2.0,http://spdx.org/licenses/GPL-2.0,7308,7310,gpl-2.0_8.RULE,False,[u'gpl-2.0'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff,,,,,,,,,,,,,,,,,,,gpl-2.0,100.00,GPL 2.0,Copyleft,Free Software Foundation (FSF),http://www.gnu.org/licenses/gpl-2.0.html,http://www.gnu.org/licenses/gpl-2.0.txt,https://enterprise.dejacode.com/urn/urn:dje:license:gpl-2.0,GPL-2.0,http://spdx.org/licenses/GPL-2.0,7402,7404,gpl-2.0_8.RULE,False,[u'gpl-2.0'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff,,,,,,,,,,,,,,,,,,,gpl-2.0,100.00,GPL 2.0,Copyleft,Free Software Foundation (FSF),http://www.gnu.org/licenses/gpl-2.0.html,http://www.gnu.org/licenses/gpl-2.0.txt,https://enterprise.dejacode.com/urn/urn:dje:license:gpl-2.0,GPL-2.0,http://spdx.org/licenses/GPL-2.0,7693,7695,gpl-2.0_8.RULE,False,[u'gpl-2.0'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff,,,,,,,,,,,,,,,,,,,gpl-2.0,100.00,GPL 2.0,Copyleft,Free Software Foundation (FSF),http://www.gnu.org/licenses/gpl-2.0.html,http://www.gnu.org/licenses/gpl-2.0.txt,https://enterprise.dejacode.com/urn/urn:dje:license:gpl-2.0,GPL-2.0,http://spdx.org/licenses/GPL-2.0,8215,8217,gpl-2.0_8.RULE,False,[u'gpl-2.0'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff,,,,,,,,,,,,,,,,,,,gpl-2.0,100.00,GPL 2.0,Copyleft,Free Software Foundation (FSF),http://www.gnu.org/licenses/gpl-2.0.html,http://www.gnu.org/licenses/gpl-2.0.txt,https://enterprise.dejacode.com/urn/urn:dje:license:gpl-2.0,GPL-2.0,http://spdx.org/licenses/GPL-2.0,8322,8324,gpl-2.0_8.RULE,False,[u'gpl-2.0'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff,,,,,,,,,,,,,,,,,,,gpl-2.0,100.00,GPL 2.0,Copyleft,Free Software Foundation (FSF),http://www.gnu.org/licenses/gpl-2.0.html,http://www.gnu.org/licenses/gpl-2.0.txt,https://enterprise.dejacode.com/urn/urn:dje:license:gpl-2.0,GPL-2.0,http://spdx.org/licenses/GPL-2.0,8424,8426,gpl-2.0_8.RULE,False,[u'gpl-2.0'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/unionfs-2.5.1_for_2.6.23.17.diff,,,,,,,,,,,,,,,,,,,gpl-2.0,100.00,GPL 2.0,Copyleft,Free Software Foundation (FSF),http://www.gnu.org/licenses/gpl-2.0.html,http://www.gnu.org/licenses/gpl-2.0.txt,https://enterprise.dejacode.com/urn/urn:dje:license:gpl-2.0,GPL-2.0,http://spdx.org/licenses/GPL-2.0,8525,8527,gpl-2.0_8.RULE,False,[u'gpl-2.0'],,,,,,,,,,,,,,,,,,
