"ScanCode License key","ScanCode License short name","URL to data","URL to text",
"energyplus-bsd","EnergyPlus BSD-Style License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/energyplus-bsd.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/energyplus-bsd.LICENSE",
"enhydra-1.1","Enhydra 1.1","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/enhydra-1.1.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/enhydra-1.1.LICENSE",
"epics","EPICS Open License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/epics.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/epics.LICENSE",
"epo-osl-2005.1","EPO-OSL","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/epo-osl-2005.1.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/epo-osl-2005.1.LICENSE",
"esri","Esri License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/esri.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/esri.LICENSE",
"esri-devkit","Esri Developer Kit License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/esri-devkit.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/esri-devkit.LICENSE",
"eupl-1.2","EUPL 1.2","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/eupl-1.2.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/eupl-1.2.LICENSE",
"examdiff","ExamDiff License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/examdiff.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/examdiff.LICENSE",
"excelsior-jet-runtime","Excelsior JET Runtime License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/excelsior-jet-runtime.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/excelsior-jet-runtime.LICENSE",
"fabien-tassin","Fabien Tassin License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/fabien-tassin.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/fabien-tassin.LICENSE",
"facebook-nuclide","Facebook Nuclide Software License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/facebook-nuclide.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/facebook-nuclide.LICENSE",
"facebook-patent-rights-2","Facebook Patent Rights 2","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/facebook-patent-rights-2.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/facebook-patent-rights-2.LICENSE",
"facebook-software-license","Facebook Software License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/facebook-software-license.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/facebook-software-license.LICENSE",
"fancyzoom","FancyZoom License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/fancyzoom.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/fancyzoom.LICENSE",
"filament-group-mit","Filament Group MIT License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/filament-group-mit.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/filament-group-mit.LICENSE",
"first-works-appreciative-1.2","First Works Appreciative License 1.2","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/first-works-appreciative-1.2.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/first-works-appreciative-1.2.LICENSE",
"flex-2.5","Flex 2.5","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/flex-2.5.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/flex-2.5.LICENSE",
"flex2sdk","Adobe Flex 2.0.1 SDK EULA","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/flex2sdk.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/flex2sdk.LICENSE",
"flowplayer-gpl-3.0","Flowplayer GPL 3.0","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/flowplayer-gpl-3.0.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/flowplayer-gpl-3.0.LICENSE",
"foobar2000","foobar2000 License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/foobar2000.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/foobar2000.LICENSE",
"fpl","Freeware Public License (FPL)","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/fpl.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/fpl.LICENSE",
"fplot","FPLOT LIcense","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/fplot.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/fplot.LICENSE",
"fraunhofer-fdk-aac-codec","Fraunhofer FDK AAC Codec Library for Android","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/fraunhofer-fdk-aac-codec.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/fraunhofer-fdk-aac-codec.LICENSE",
"fraunhofer-iso-14496-10","Fraunhofer ISO 14496-10 License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/fraunhofer-iso-14496-10.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/fraunhofer-iso-14496-10.LICENSE",
"free-art-1.3","FAL 1.3","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/free-art-1.3.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/free-art-1.3.LICENSE",
"free-fork","Free-Fork License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/free-fork.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/free-fork.LICENSE",
"free-unknown","Free unknown","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/free-unknown.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/free-unknown.LICENSE",
"freebsd-boot","FreeBSD Boot","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/freebsd-boot.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/freebsd-boot.LICENSE",
"freemarker","FreeMarker License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/freemarker.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/freemarker.LICENSE",
"freetts","FreeTTS License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/freetts.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/freetts.LICENSE",
"frontier-1.0","Frontier Artistic License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/frontier-1.0.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/frontier-1.0.LICENSE",
"fsf-mit","FSF-MIT","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/fsf-mit.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/fsf-mit.LICENSE",
"ftdi","FTDI License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ftdi.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ftdi.LICENSE",
"ftpbean","FtpBean License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ftpbean.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ftpbean.LICENSE",
"gareth-mccaughan","Gareth McCaughan License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gareth-mccaughan.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gareth-mccaughan.LICENSE",
"gary-s-brown","Gary S. Brown License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gary-s-brown.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gary-s-brown.LICENSE",
"gdcl","GDCL License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gdcl.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gdcl.LICENSE",
"generic-cla","Generic CLA","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/generic-cla.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/generic-cla.LICENSE",
"genivia-gsoap","Genivia Proprietary","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/genivia-gsoap.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/genivia-gsoap.LICENSE",
"ghostscript-1988","Ghostscript General Public License 1988","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ghostscript-1988.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ghostscript-1988.LICENSE",
"glut","GLUT License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/glut.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/glut.LICENSE",
"google-analytics-tos","Google Analytics Terms of Service","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/google-analytics-tos.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/google-analytics-tos.LICENSE",
"google-analytics-tos-2015","Google Analytics Terms of Service 2015","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/google-analytics-tos-2015.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/google-analytics-tos-2015.LICENSE",
"google-patent-license","Google Patent License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/google-patent-license.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/google-patent-license.LICENSE",
"google-patent-license-fuschia","Google Patent License for Fuschia","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/google-patent-license-fuschia.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/google-patent-license-fuschia.LICENSE",
"google-patent-license-webm","Google Patent License for WebM","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/google-patent-license-webm.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/google-patent-license-webm.LICENSE",
"google-tos-2013","Google TOS 2013","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/google-tos-2013.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/google-tos-2013.LICENSE",
"gpl-2.0-adaptec","GPL 2.0 plus Adaptec conditions","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-adaptec.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-adaptec.LICENSE",
"gpl-2.0-autoopts","GPL 2.0 with AutoOpts exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-autoopts.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-autoopts.LICENSE",
"gpl-2.0-bison-2.2","GPL 2.0 with Bison 2.2 exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-bison-2.2.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-bison-2.2.LICENSE",
"gpl-2.0-broadcom-linking","GPL 2.0 with Broadcom Linking Exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-broadcom-linking.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-broadcom-linking.LICENSE",
"gpl-2.0-cygwin","GPL 2.0 with cygwin exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-cygwin.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-cygwin.LICENSE",
"gpl-2.0-freertos","GPL 2.0 with FreeRTOS exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-freertos.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-freertos.LICENSE",
"gpl-2.0-gcc-compiler-exception","GPL 2.0 with GCC compiler exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-gcc-compiler-exception.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-gcc-compiler-exception.LICENSE",
"gpl-2.0-glibc","GPL 2.0 with GLIBC exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-glibc.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-glibc.LICENSE",
"gpl-2.0-guile","GPL 2.0 with GUILE exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-guile.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-guile.LICENSE",
"gpl-2.0-ice","GPL 2.0 with Ice exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-ice.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-ice.LICENSE",
"gpl-2.0-independent-module-linking","GPL 2.0 with Independent Module Linking exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-independent-module-linking.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-independent-module-linking.LICENSE",
"gpl-2.0-iolib","GPL 2.0 with GNU IO Library exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-iolib.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-iolib.LICENSE",
"gpl-2.0-iso-cpp","GPL 2.0 with ISO C++ Library exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-iso-cpp.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-iso-cpp.LICENSE",
"gpl-2.0-javascript","GPL 2.0 with Javascript exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-javascript.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-javascript.LICENSE",
"gpl-2.0-kernel","GPL 2.0 with Kernel exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-kernel.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-kernel.LICENSE",
"gpl-2.0-koterov","GPL 2.0 with Dmitry Koterov additions","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-koterov.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-koterov.LICENSE",
"gpl-2.0-library","GPL 2.0 with Library exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-library.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-library.LICENSE",
"gpl-2.0-libtool","GPL 2.0 with GNU Libtool exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-libtool.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-libtool.LICENSE",
"gpl-2.0-lmbench","GPL 2.0 with LMBench exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-lmbench.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-lmbench.LICENSE",
"gpl-2.0-mysql-connector-odbc","GPL 2.0 with MySQL Connector ODBC exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-mysql-connector-odbc.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-mysql-connector-odbc.LICENSE",
"gpl-2.0-mysql-floss","GPL 2.0 with MySQL FLOSS exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-mysql-floss.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-mysql-floss.LICENSE",
"gpl-2.0-openjdk","GPL 2.0 with OpenJDK classpath exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-openjdk.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-openjdk.LICENSE",
"gpl-2.0-openssl","GPL 2.0 with OpenSSL exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-openssl.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-openssl.LICENSE",
"gpl-2.0-oracle-mysql-foss","GPL 2.0 with Oracle MySQL FOSS exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-oracle-mysql-foss.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-oracle-mysql-foss.LICENSE",
"gpl-2.0-oracle-openjdk","GPL 2.0 with Oracle OpenJDK classpath exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-oracle-openjdk.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-oracle-openjdk.LICENSE",
"gpl-2.0-plus-ada","GPL 2.0 or later with Ada exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-plus-ada.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-plus-ada.LICENSE",
"gpl-2.0-plus-ekiga","GPL 2.0 or later with Ekiga exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-plus-ekiga.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-plus-ekiga.LICENSE",
"gpl-2.0-plus-gcc","GPL 2.0 or later with GCC exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-plus-gcc.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-plus-gcc.LICENSE",
"gpl-2.0-plus-geoserver","GPL 2.0 or later with GeoServer exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-plus-geoserver.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-plus-geoserver.LICENSE",
"gpl-2.0-plus-linking","GPL 2.0 or later with Linking exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-plus-linking.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-plus-linking.LICENSE",
"gpl-2.0-plus-nant","GPL 2.0 or later with NAnt exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-plus-nant.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-plus-nant.LICENSE",
"gpl-2.0-plus-openmotif","GPL 2.0 or later with Open Motif exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-plus-openmotif.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-plus-openmotif.LICENSE",
"gpl-2.0-plus-subcommander","GPL 2.0 or later with Subcommander exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-plus-subcommander.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-plus-subcommander.LICENSE",
"gpl-2.0-plus-syntext","GPL 2.0 or later with Syntext exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-plus-syntext.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-plus-syntext.LICENSE",
"gpl-2.0-plus-upx","GPL 2.0 or later with UPX exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-plus-upx.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-plus-upx.LICENSE",
"gpl-2.0-proguard","GPL 2.0 with ProGuard exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-proguard.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-proguard.LICENSE",
"gpl-2.0-qt-qca","GPL 2.0 with Qt-QCA exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-qt-qca.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-qt-qca.LICENSE",
"gpl-2.0-redhat","GPL 2.0 with Fedora Red Hat exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-redhat.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-redhat.LICENSE",
"gpl-2.0-rrdtool-floss","GPL 2.0 with RRDtool FLOSS Exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-rrdtool-floss.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-rrdtool-floss.LICENSE",
"gpl-2.0-uboot","GPL 2.0 with U-Boot exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-uboot.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-2.0-uboot.LICENSE",
"gpl-3.0-aptana","GPL 3.0 with Aptana exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-3.0-aptana.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-3.0-aptana.LICENSE",
"gpl-3.0-bison","GPL 3.0 or later with Bison exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-3.0-bison.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-3.0-bison.LICENSE",
"gpl-3.0-cygwin","GPL 3.0 or later with cygwin exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-3.0-cygwin.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-3.0-cygwin.LICENSE",
"gpl-3.0-font","GPL 3.0 or later with Font exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-3.0-font.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-3.0-font.LICENSE",
"gpl-3.0-plus-openssl","GPL 3.0 or later with OpenSSL exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-3.0-plus-openssl.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gpl-3.0-plus-openssl.LICENSE",
"graphics-gems","Graphics Gems License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/graphics-gems.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/graphics-gems.LICENSE",
"greg-roelofs","Greg Roelofs License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/greg-roelofs.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/greg-roelofs.LICENSE",
"gregory-pietsch","Gregory Pietsch Liberal License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gregory-pietsch.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gregory-pietsch.LICENSE",
"gsoap-1.3a","gSOAP Public License v1.3a","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gsoap-1.3a.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gsoap-1.3a.LICENSE",
"gust-font-1.0","GUST Font License 1.0","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gust-font-1.0.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gust-font-1.0.LICENSE",
"gust-font-2006-09-30","GUST Font License 2006-09-30","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gust-font-2006-09-30.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/gust-font-2006-09-30.LICENSE",
"hacos-1.2","HACOS 1.2","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/hacos-1.2.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/hacos-1.2.LICENSE",
"hauppauge-firmware-eula","Hauppauge Firmware EULA","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/hauppauge-firmware-eula.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/hauppauge-firmware-eula.LICENSE",
"hauppauge-firmware-oem","Hauppauge Firmware OEM License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/hauppauge-firmware-oem.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/hauppauge-firmware-oem.LICENSE",
"hdparm","HDPARM License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/hdparm.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/hdparm.LICENSE",
"helios-eula","Helios","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/helios-eula.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/helios-eula.LICENSE",
